10101	99991231	94719	EHT
10101	99991231	25519	EII
10101	99991231	26407	EIL
10101	99991231	24213	EKA
10101	99991231	26423	EKL
10101	99991231	04806	EKM
10101	99991231	13729	EKN
10101	99991231	24121	EKO
10101	99991231	63882	EKQ
10101	99991231	93992	ELD
10101	99991231	03977	ELK
10101	99991231	14748	ELM
10101	99991231	24220	ELN
10101	99991231	94964	ELO
10101	99991231	23044	ELP
10101	99991231	25357	ELV
10101	99991231	23154	ELY
10101	99991231	54757	ELZ
10101	99991231	24165	EMM
10101	99991231	13989	EMP
10101	99991231	03165	EMT
10101	99991231	03704	EMV
10101	99991231	26523	ENA
10101	99991231	13909	END
10101	99991231	53887	ENL
19930201	19940201	26650	ENM
19941001	99991231	26650	ENM
10101	99991231	26435	ENN
10101	99991231	24111	ENV
10101	99991231	24193	ENV
10101	99991231	04845	ENW
10101	99991231	53876	EOD
10101	99991231	04921	EOK
10101	99991231	24141	EPH
10101	99991231	14608	EPO
10101	99991231	53872	EQY
10101	99991231	14860	ERI
10101	99991231	25318	ERO
10101	99991231	12961	ERV
10101	99991231	26554	ERW
10101	99991231	04874	ERY
10101	99991231	14824	ESC
10101	99991231	94853	ESC
10101	99991231	13935	ESF
10101	99991231	03756	ESN
10101	99991231	94971	EST
10101	99991231	04875	ETB
10101	99991231	04922	ETH
10101	99991231	94162	ETM
10101	99991231	63872	EUF
10101	99991231	24221	EUG
10101	99991231	94195	EUL
10101	99991231	92808	EVB
10101	99991231	04923	EVM
10101	99991231	13885	EVR
10101	99991231	93817	EVV
10101	99991231	04111	EVW
10101	99991231	94156	EVW
10101	99991231	94726	EWB
10101	99991231	53939	EWK
10101	99991231	93719	EWN
10101	99991231	14734	EWR
10101	99991231	53888	EXX
19970101	99991231	53842	EYE
10101	99991231	03705	EYF
10101	99991231	12836	EYW
10101	99991231	03706	EZF
10101	99991231	53969	F05
19970722	19981008	53907	F54
10101	99991231	93735	FAF
10101	99991231	26411	FAI
10101	99991231	93996	FAM
10101	99991231	14914	FAR
10101	99991231	93193	FAT
10101	99991231	93740	FAY
10101	99991231	93737	FBG
10101	99991231	26403	FBK
10101	99991231	26498	FBK
10101	99991231	94969	FBL
18990503	20031025	24146	FCA
19760429	19820401	23167	FCH
10101	99991231	24047	FCL
10101	99991231	94963	FCM
10101	99991231	94015	FCS
10101	99991231	13730	FDK
10101	99991231	03981	FDR
10101	99991231	14825	FDY
10101	99991231	04876	FEP
10101	99991231	04924	FET
10101	99991231	94006	FEW
10101	99991231	03736	FFA
10101	99991231	53819	FFC
10101	99991231	04925	FFL
10101	99991231	94966	FFM
10101	99991231	13840	FFO
10101	99991231	53841	FFT
10101	99991231	03185	FFZ
10101	99991231	26406	FGJ
10101	99991231	04926	FGN
19930101	99991231	94276	FHR
10101	99991231	03124	FHU
10101	99991231	54792	FIG
10101	99991231	26507	FIR
10101	99991231	04780	FIT
10101	99991231	25319	FIV
10101	99991231	24170	FJS
10101	99991231	04927	FKA
10101	99991231	26555	FKK
10101	99991231	94868	FKL
10101	99991231	13763	FKN
10101	99991231	54818	FKS
10101	99991231	04840	FLD
10101	99991231	03103	FLG
10101	99991231	23250	FLI
10101	99991231	12849	FLL
10101	99991231	13744	FLO
10101	99991231	03918	FLP
10101	99991231	13921	FLV
10101	99991231	93733	FME
10101	99991231	14704	FMH
10101	99991231	23090	FMN
10101	99991231	12835	FMY
19860901	99991231	94957	FNB
10101	99991231	94035	FNL
10101	99991231	94062	FNL
19590101	19760429	23167	FNO
