11001	CIB
11002	CIC
11003	CID
11004	CIG
11007	CIK
11008	CIL
11009	CIN
11011	CIR
11013	CIU
11014	CIV
11021	CJI
14371	CJR
11026	CJW
11027	CKB
11028	CKD
11029	CKE
11031	CKM
11034	CKU
11035	CKV
11036	CKX
11040	CLC
11041	CLD
11042	CLE
11043	CLF
11044	CLG
11046	CLI
11048	CLK
11049	CLL
11050	CLM
11053	CLP
11055	CLR
11056	CLS
11057	CLT
11058	CLU
11066	CMH
11067	CMI
11076	CMX
11081	CNE
11083	CNK
11085	CNM
11086	CNO
11090	CNW
11092	CNY
11093	CO3
11095	COA
11097	COD
11098	COE
11099	COF
11105	COM
11106	CON
11109	COS
11110	COT
11111	COU
11122	CPR
11123	CPS
11126	CPX
11128	CQL
11130	CQW
12370	CRC
11135	CRE
11136	CRG
11140	CRP
11143	CRS
11146	CRW
11147	CRX
11149	CSE
11150	CSG
11152	CSM
11153	CSN
11154	CSP
11158	CSU
11159	CSV
16441	CT1
16495	CT2
11162	CTB
11165	CTH
11169	CTO
11173	CTW
11174	CTX
11175	CTY
16538	CTZ
11176	CUB
11188	CUW
11191	CVA
11193	CVG
11197	CVN
11198	CVO
11200	CVS
11202	CVX
11203	CWA
15825	CWF
11207	CWI
11209	CWS
11213	CXC
11214	CXF
11218	CXL
11219	CXO
11227	CYF
11230	CYM
11233	CYS
11234	CYT
11238	CZC
11241	CZF
11245	CZN
11246	CZO
11247	CZP
11252	DAB
11257	DAG
11259	DAL
11261	DAN
11267	DAY
11272	DBN
11274	DBQ
11278	DCA
11280	DCK
11282	DCU
11283	DDC
11284	DDP
16520	DE2
11288	DEC
11289	DEH
11292	DEN
11295	DET
11297	DFI
11298	DFW
11299	DGB
11303	DGW
11308	DHN
11309	DHT
11315	DIK
11317	DIO
11327	DJN
11331	DKK
11335	DLF
11336	DLG
11337	DLH
11339	DLL
11341	DLO
11342	DLS
11344	DMA
11348	DMN
11349	DMO
11353	DNC
11355	DNE
11358	DNL
11359	DNN
11363	DNV
11367	DOF
11375	DOV
11376	DPA
11377	DPG
11383	DQC
11384	DQD
11385	DQE
10466	DQF
11387	DQG
11388	DQH
11389	DQI
11390	DQJ
11391	DQK
11392	DQL
11394	DQN
11395	DQO
11396	DQP
11397	DQQ
11398	DQR
11399	DQS
11401	DQU
11402	DQV
11403	DQW
11404	DQX
11405	DQY
11406	DQZ
11407	DRA
11409	DRE
11410	DRF
11411	DRG
11413	DRO
11415	DRT
11416	DRU
11421	DSI
11423	DSM
11424	DTA
11425	DTH
11427	DTL
11429	DTN
11430	DTO
11431	DTR
11432	DTT
11433	DTW
11434	DUA
11436	DUC
11439	DUF
11440	DUG
11441	DUJ
11445	DUT
11447	DVL
11448	DVN
11450	DVT
11452	DWA
11453	DWH
11454	DWS
11456	DXR
11459	DYS
11463	EAA
11464	EAG
11467	EAN
11468	EAR
11470	EAT
11471	EAU
11478	ECA
11479	ECG
11481	ECP
11482	ECS
11483	ECU
11484	EDA
11486	EDE
11487	EDF
11490	EDW
11491	EED
11492	EEK
11493	EEN
11494	EFB
11495	EFD
11496	EFK
11501	EGA
11503	EGE
11504	EGI
11506	EGP
11508	EGT
11510	EGV
11511	EGX
11512	EHM
11513	EHR
11514	EHT
11517	EIL
11522	EKA
11523	EKI
11524	EKN
11525	EKO
11526	EKX
11527	EKY
11528	ELA
11531	ELD
11535	ELI
11537	ELM
11538	ELN
11540	ELP
11545	ELV
11546	ELW
11547	ELY
11550	EMK
11551	EMM
11553	EMP
11554	EMT
11555	ENA
11557	END
11558	ENL
11559	ENN
11563	ENV
11564	ENW
11566	EOK
11567	EPH
11577	ERI
11582	ERV
11587	ESC
11588	ESD
11590	ESF
11592	ESN
11593	ESP
11597	ETN
11598	ETS
11601	EUE
11602	EUF
11603	EUG
11606	EVC
11609	EVM
11612	EVV
11613	EVW
11615	EWB
11616	EWK
11617	EWN
11618	EWR
11619	EXI
11624	EYW
11627	F70
11630	FAI
11631	FAJ
11632	FAK
11633	FAL
11634	FAM
11637	FAR
11638	FAT
11639	FAU
11641	FAY
11642	FBG
11643	FBK
11645	FBR
11646	FBS
11648	FCA
11649	FCH
11650	FCM
11652	FCS
11656	FDK
11657	FDR
11659	FDY
11662	FEP
11663	FET
11664	FEW
11667	FFM
11668	FFO
11669	FFT
16363	FHB
11673	FHU
11674	FIC
11675	FID
11677	FIL
11684	FKL
11686	FL1
11687	FL2
11688	FL3
11689	FL4
11690	FL5
16534	FL6
11693	FLD
11695	FLG
11696	FLJ
11697	FLL
11699	FLO
11702	FLT
11703	FLU
11704	FLV
11706	FLX
11708	FMC
11709	FMH
11711	FMN
11713	FMS
11714	FMY
11719	FNL
11720	FNR
11721	FNT
11786	FOA
11723	FOB
11725	FOD
11726	FOE
11728	FOK
11732	FPR
11733	FPY
11734	FQA
11735	FQB
11736	FQC
11737	FQD
11738	FQE
11739	FQF
11740	FQG
11741	FQH
11742	FQI
11743	FQJ
11744	FQK
11745	FQL
11747	FQN
11748	FQO
11749	FQP
11750	FQQ
11751	FQR
11754	FQU
11755	FQV
11756	FQW
11757	FQX
11758	FQY
11762	FRD
11764	FRG
11766	FRM
11768	FRP
11769	FRR
11773	FRY
11775	FSD
11776	FSI
11777	FSK
11778	FSM
11780	FST
11782	FTC
11784	FTG
11785	FTK
11786	FTL
11789	FTW
11790	FTY
11794	FUL
11797	FVA
11800	FVD
11801	FVE
11803	FVG
11804	FVH
11805	FVI
11389	FVL
11809	FVM
11810	FVN
11811	FVO
11812	FVP
11813	FVQ
11814	FVR
11815	FVS
11818	FVV
11819	FVW
11820	FVX
11821	FVY
11822	FVZ
11823	FWA
11824	FWH
11825	FWL
11826	FWS
11827	FXE
11828	FXM
11830	FXR
11831	FXY
11833	FYU
11834	FYV
11836	GA1
11837	GA2
11838	GA3
16474	GA4
11840	GAD
11842	GAI
11844	GAL
11845	GAM
11855	GBA
11856	GBD
11858	GBG
11859	GBH
11862	GBR
11865	GCC
11867	GCK
11869	GCN
11870	GCY
11871	GDC
11873	GDH
11875	GDM
11879	GDV
11880	GDW
11883	GED
11884	GEG
11885	GEK
11893	GEY
11894	GEZ
11895	GFA
11896	GFB
11898	GFK
11899	GFL
11904	GGE
11905	GGG
11908	GGW
11921	GJT
11924	GKN
11929	GLD
11931	GLH
11937	GLQ
11938	GLR
11939	GLS
11941	GLV
11942	GLW
11946	GMT
11947	GMU
11952	GNU
11953	GNV
11959	GOL
11961	GON
11971	GPM
11973	GPT
11974	GPZ
11975	GQQ
11977	GRB
11978	GRD
11979	GRF
11980	GRI
11982	GRK
11986	GRR
11992	GSB
11994	GSH
11995	GSO
11996	GSP
11997	GST
11999	GSW
12003	GTF
12007	GTR
12008	GTU
12012	GUC
16422	GUF
12016	GUM
12018	GUP
12021	GUS
12024	GUY
12027	GVE
12028	GVL
12029	GVQ
12031	GVT
12032	GVW
12040	GWI
12039	GWO
12040	GWR
12041	GWS
12054	GYR
12055	GYY
12058	HAB
12061	HAE
12062	HAF
12068	HAO
12070	HAR
12074	HAY
12076	HBC
12078	HBG
12079	HBH
12083	HBV
12084	HBY
12085	HCA
12086	HCB
12087	HCR
11130	HCW
12088	HDA
12092	HDH
12094	HDN
12098	HED
12103	HES
12106	HEZ
12108	HFD
12110	HFF
12119	HGR
12122	HGZ
12124	HHH
12127	HHR
12128	HIA
12129	HIB
12130	HIE
12131	HIF
12132	HII
12134	HIK
12136	HIO
12140	HKA
12141	HKB
12146	HKP
12147	HKS
12149	HKY
12153	HLG
12154	HLI
12155	HLM
12156	HLN
12157	HLO
12163	HMN
12165	HMS
12166	HMT
12168	HNC
12171	HNH
12173	HNL
12174	HNM
12175	HNS
12177	HOB
12183	HOL
12184	HOM
12185	HON
12187	HOP
12190	HOT
12191	HOU
12195	HPB
12197	HPN
12198	HPT
12199	HPV
12200	HQM
12206	HRL
12207	HRO
12211	HSH
12212	HSI
12214	HSL
12215	HSP
12216	HST
12217	HSV
12220	HTH
12222	HTO
12223	HTS
12225	HUA
12226	HUC
12228	HUF
12232	HUL
12233	HUM
12235	HUS
12236	HUT
12243	HVC
12244	HVN
12245	HVR
12246	HVS
12247	HWD
12248	HWI
12250	HYA
12252	HYG
12253	HYL
12254	HYR
12255	HYS
12259	HZL
12260	IA1
12261	IA2
12262	IA3
16547	IA4
12263	IAB
12264	IAD
12265	IAG
12266	IAH
12268	IAN
12278	ICT
12279	ICY
16445	ID1
13440	ID2
12280	IDA
12281	IDI
12283	IDP
10590	IFP
12294	IGG
12297	IGM
12303	IGX
12305	II1
12306	II2
12307	II3
12308	II4
12310	IJX
12312	IKB
12314	IKK
12315	IKO
12317	IKV
12319	ILE
12320	ILG
12321	ILI
12322	ILL
12323	ILM
12324	ILN
12332	IML
12333	IMM
12335	IMT
12336	IN1
12337	IN2
16511	IN3
16539	IN4
12339	IND
12343	INL
11013	INR
12347	INS
12348	INT
12351	INW
12358	IOW
12363	IPL
12365	IPT
12370	IRC
12375	IRK
12378	IRS
12379	IRV
12387	ISL
12388	ISM
12389	ISN
12390	ISO
12391	ISP
12392	ISQ
12394	ISS
12396	ISW
12397	ITH
12402	ITO
12412	IWD
12415	IWS
12436	IYK
12441	JAC
12445	JAJ
12448	JAN
12449	JAO
12451	JAX
12452	JBC
12453	JBK
12454	JBP
12455	JBR
12457	JCC
12458	JCE
12460	JCI
12462	JDA
12463	JDB
12465	JDG
12467	JDM
12469	JDT
12470	JDX
12474	JEF
12477	JFB
12478	JFK
12479	JFN
12483	JGC
12484	JGG
12485	JGL
12486	JGP
12487	JGQ
12490	JHC
12492	JHM
12494	JHW
12495	JHY
12497	JID
12508	JKV
12509	JLA
12511	JLN
12513	JMA
12515	JMC
12518	JMN
12519	JMS
12522	JNP
12523	JNU
12527	JOC
10022	JOH
12535	JON
12536	JOR
12541	JPB
12543	JPT
12544	JQF
12545	JRA
12546	JRB
12547	JRC
12548	JRE
12549	JRF
12553	JRV
12554	JSE
12556	JSK
12559	JST
12571	JVL
12573	JWH
16555	JWY
12576	JXN
12577	JYP
12579	JZA
12580	JZB
12581	JZC
12583	JZE
12585	JZG
12587	JZI
12588	JZJ
12589	JZK
12590	JZL
12591	JZM
12592	JZN
12593	JZO
12594	JZP
12595	JZQ
12596	JZR
12598	JZT
12599	JZU
12600	JZV
12601	JZW
12602	JZX
12603	JZY
12605	K01
12610	KAE
12615	KAL
12621	KBC
12622	KBE
12624	KBK
12631	KBW
12633	KCC
12635	KCG
12637	KCK
12638	KCL
12639	KCN
12641	KCQ
12642	KCR
12647	KDK
12649	KEB
12652	KEH
12653	KEK
12661	KEZ
12663	KFP
12671	KGK
12676	KGX
12677	KGZ
12686	KIB
12704	KKA
12705	KKB
12708	KKH
12709	KKI
12711	KKK
12712	KKL
12716	KKU
12719	KLG
12720	KLL
12721	KLN
12723	KLP
12725	KLS
12728	KLW
16392	KMC
12737	KMO
12743	KMY
12745	KNB
12748	KNK
12753	KNT
12755	KNW
12758	KOA
12769	KOT
12771	KOY
12772	KOZ
12773	KPB
12774	KPC
12775	KPH
12777	KPK
12778	KPM
12779	KPN
12782	KPR
12784	KPV
12785	KPY
12786	KQA
12790	KRM
12796	KS2
12128	KS3
12807	KSM
12812	KSR
12815	KTB
10023	KTH
12819	KTN
12822	KTS
12831	KUK
12837	KUW
12841	KVC
12844	KVL
12847	KWF
12851	KWK
12853	KWN
12854	KWP
12855	KWT
12857	KXA
12859	KY1
12860	KY2
12861	KY3
12862	KY4
12863	KY5
12865	KYC
12866	KYK
12868	KYU
12869	KZB
12870	KZH
16428	L41
16537	LA1
16558	LA2
12873	LAA
12878	LAF
12882	LAL
12883	LAM
12884	LAN
12888	LAR
12889	LAS
12891	LAW
12892	LAX
12896	LBB
12898	LBE
12899	LBF
12902	LBL
12906	LBT
12915	LCH
12916	LCI
12917	LCK
12925	LDJ
12927	LDM
12932	LEB
12934	LEE
12944	LEW
12945	LEX
12947	LFI
12948	LFK
12951	LFT
12953	LGA
12954	LGB
12955	LGC
12956	LGD
12961	LGM
12965	LGU
12968	LHB
12971	LHQ
12973	LHU
12974	LHV
12976	LHX
16438	LIA
12979	LIC
12982	LIH
12983	LIJ
12992	LIT
12993	LIV
12995	LIY
12996	LIZ
12999	LJN
13001	LJY
13002	LKE
13003	LKK
13008	LKP
13009	LKV
14347	LLX
13015	LLY
13016	LMA
13023	LMS
13024	LMT
13026	LND
13028	LNI
13029	LNK
13030	LNL
13031	LNP
13032	LNS
13033	LNT
13034	LNY
13038	LOI
13039	LOL
12306	LOT
13044	LOU
13046	LOZ
13049	LPC
13052	LPO
15534	LPR
13055	LPS
13057	LPW
13058	LQK
13061	LRD
13063	LRF
13064	LRG
13069	LRN
13070	LRO
13072	LRU
13075	LSD
13076	LSE
13077	LSF
13080	LSN
13083	LSR
13087	LSV
13097	LTS
13102	LUF
13105	LUK
13106	LUL
13109	LUP
13111	LUR
13115	LVD
13117	LVK
13118	LVM
13120	LVS
13121	LWB
13122	LWC
13123	LWF
13124	LWL
13125	LWM
13127	LWS
13128	LWT
13129	LWV
13132	LXN
13135	LXV
13139	LYH
13144	LYU
13151	LZU
13152	MA1
16479	MA2
16487	MA3
16526	MA4
16543	MA5
13155	MAC
13157	MAE
13158	MAF
13173	MAW
13176	MAZ
13182	MBL
13184	MBS
13188	MBY
13191	MCB
13192	MCC
13193	MCD
13194	MCE
13195	MCF
13196	MCG
13198	MCI
13200	MCK
13201	MCL
13203	MCN
13204	MCO
13211	MCW
16463	MD1
13214	MDA
13217	MDD
13219	MDF
13221	MDH
13223	MDJ
13226	MDO
13228	MDR
13230	MDT
13232	MDW
13234	MDY
13236	ME1
16503	ME2
16540	ME3
16553	ME4
13241	MEI
13242	MEJ
13244	MEM
13246	MEO
13249	MER
13251	MEV
13255	MFD
13256	MFE
13259	MFH
13260	MFI
13264	MFR
13266	MFT
13268	MFV
13271	MGC
13273	MGE
13275	MGJ
13277	MGM
13280	MGR
13282	MGW
13283	MGY
13287	MHE
13290	MHK
13291	MHL
13292	MHM
13295	MHR
13296	MHT
13297	MHV
13300	MI1
13301	MI2
13302	MI3
16424	MI4
10841	MI5
13303	MIA
13304	MIB
13305	MIC
13307	MIE
13314	MIO
13316	MIQ
13319	MIT
13321	MIV
13322	MIW
13335	MJQ
13338	MJX
13341	MKC
13342	MKE
13344	MKG
13347	MKK
13348	MKL
13350	MKO
13354	MKT
13360	MLB
13361	MLC
13362	MLD
13364	MLF
13367	MLI
13368	MLK
13369	MLL
13375	MLS
13376	MLT
13377	MLU
13381	MLY
13388	MMH
13389	MMI
13392	MML
13394	MMN
13397	MMT
13398	MMU
13401	MN1
13402	MN2
13403	MN3
16469	MN4
16500	MN5
13409	MNM
13410	MNN
13415	MNT
13418	MNZ
13419	MO1
13420	MO2
13422	MOB
13424	MOD
13429	MOP
13431	MOR
13432	MOS
13433	MOT
13434	MOU
13439	MPB
16501	MPE
13441	MPJ
13446	MPO
13447	MPR
13448	MPS
13450	MPV
13452	MQB
13453	MQJ
13459	MQT
13461	MQY
13463	MRB
13464	MRC
13466	MRH
13467	MRI
13469	MRK
13470	MRN
13476	MRY
13478	MS1
16414	MS2
16468	MS3
13480	MSC
13484	MSL
13485	MSN
13486	MSO
13487	MSP
13490	MSS
13493	MSV
13495	MSY
13497	MT1
13498	MTC
13501	MTH
13502	MTJ
13504	MTM
13505	MTN
13506	MTO
13507	MTP
13512	MTW
13513	MTX
13520	MUE
13523	MUL
13525	MUO
13527	MUT
16527	MVC
13535	MVL
13536	MVM
13537	MVN
13540	MVW
13541	MVY
13543	MWA
13544	MWC
13546	MWH
13547	MWL
13548	MWM
13549	MWO
13553	MXC
13554	MXE
13555	MXF
13556	MXG
13564	MXY
13570	MYF
13572	MYH
13574	MYK
13575	MYL
13577	MYR
13579	MYU
13580	MYV
13587	MZJ
13595	MZZ
13596	N47
13597	N87
13599	NAD
12549	NAX
13612	NBG
13613	NBJ
13617	NBU
13619	NC1
13620	NC2
13621	NC3
13622	NC4
13623	NC5
16502	NC6
16510	NC7
16552	NC8
13629	NCN
13630	NCO
13632	NCQ
13637	ND1
13645	NE1
13646	NE2
13647	NEA
13650	NEL
16396	NEU
13655	NEW
13656	NFL
13659	NGC
13662	NGF
13663	NGM
13665	NGP
13667	NGU
13668	NGZ
16548	NH1
13671	NHK
13674	NHZ
13676	NIB
13678	NIE
13681	NIN
13682	NIP
13685	NJ1
13686	NJ2
14899	NJ3
13689	NJK
13693	NKI
13697	NKT
13698	NKV
13700	NKX
13702	NLC
13704	NLG
13710	NME
13714	NNK
13715	NNL
13725	NOT
13728	NPA
13731	NPT
13732	NQA
13733	NQI
13736	NQX
13739	NRB
13740	NRI
13743	NRR
13747	NSE
13748	NSF
13750	NSL
13756	NTD
13763	NTU
13767	NUI
13768	NUL
13769	NUN
13770	NUP
13771	NUQ
13772	NUW
13773	NV1
16566	NV2
13775	NVD
13780	NXX
13781	NY1
13782	NY2
13783	NY3
16425	NY4
16442	NY5
16499	NY6
16498	NY7
16512	NY8
13784	NYC
13785	NYL
13788	NZC
13789	NZJ
13790	NZW
13791	NZY
13792	O85
13795	OAJ
13796	OAK
16541	OBE
13805	OBT
13806	OBU
12661	OCA
13808	OCE
13809	OCF
13810	OCH
13811	OCI
13813	OCN
13814	OCW
13819	ODM
13821	ODW
16563	OEO
13824	OFF
13825	OFK
13826	OFU
13827	OGA
13828	OGB
13829	OGD
13830	OGG
13832	OGS
13833	OH1
13834	OH2
13835	OH3
13836	OH4
13837	OH5
13838	OH6
13839	OH7
16470	OH8
16532	OH9
13841	OHC
13845	OIC
13848	OJC
13851	OKC
13854	OKK
13861	OLE
13862	OLF
13863	OLH
13865	OLM
13868	OLS
13869	OLU
13870	OLV
13871	OMA
13873	OME
13876	OMK
13881	ONA
13884	ONH
13886	ONL
13887	ONM
13888	ONN
13889	ONO
13890	ONP
13891	ONT
13893	OOB
13894	OOK
13898	OPF
13899	OPH
13901	OQA
13902	OQB
13903	OQC
13905	OQF
13906	OQG
13908	OQI
13909	OQK
13910	OQL
13911	OQM
13912	OQN
13913	OQO
13914	OQP
13915	OQQ
13916	OQR
13917	OQS
13920	OQV
13921	OQW
13922	OQX
13923	OQY
13924	OQZ
13925	OR1
13926	OR2
13927	OR3
16560	OR4
13930	ORD
13931	ORF
13933	ORH
13934	ORI
13936	ORL
13940	ORT
13942	ORV
13946	OSB
13947	OSC
13949	OSH
13958	OSU
13959	OSX
13963	OTG
13964	OTH
13965	OTM
13968	OTS
13970	OTZ
13976	OUN
13981	OVE
13982	OWA
13983	OWB
13984	OWD
13987	OXC
13988	OXR
13989	OXV
13994	OYS
13995	OZA
13999	OZR
14000	PA1
14001	PA2
16504	PA3
16519	PA4
16525	PA5
14004	PAE
14006	PAH
14007	PAK
14009	PAM
14011	PAO
14013	PAQ
14021	PBA
14024	PBF
14025	PBG
14027	PBI
14028	PBK
14034	PBX
14037	PCA
14039	PCD
14040	PCE
14042	PCK
14044	PCT
14046	PDB
14050	PDK
14054	PDT
14057	PDX
14062	PEC
14070	PEQ
14075	PFA
14077	PFD
14078	PFN
14081	PGA
16524	PGC
14082	PGD
14087	PGL
14088	PGM
14089	PGO
16449	PGR
14091	PGS
14092	PGV
14096	PHD
14098	PHF
14100	PHL
14101	PHN
14102	PHO
14105	PHT
14107	PHX
14108	PIA
14109	PIB
14112	PIE
14113	PIH
14114	PII
14116	PIM
14119	PIP
14120	PIR
14122	PIT
14125	PIZ
14126	PJB
14129	PJS
14130	PKA
14131	PKB
14133	PKD
14143	PLB
14147	PLK
14150	PLN
14157	PLY
14160	PMB
14162	PMD
14165	PMH
14167	PML
14173	PMU
14180	PNC
14182	PNE
14183	PNF
16491	PNN
14193	PNS
14194	PNX
14197	POB
14198	POC
14199	POD
14200	POE
14201	POF
14203	POH
14208	POQ
14212	POU
14215	POY
14218	PPC
14219	PPD
14221	PPF
14222	PPG
14223	PPM
14229	PPV
14231	PQI
14234	PQS
14236	PRB
14237	PRC
14238	PRD
14244	PRT
14247	PRX
14249	PRZ
14251	PSB
14252	PSC
14254	PSE
14255	PSF
14256	PSG
14258	PSK
14259	PSM
14260	PSN
14262	PSP
14265	PSX
14268	PTA
14269	PTC
14270	PTD
14273	PTH
14275	PTK
14276	PTL
14277	PTN
14279	PTR
14280	PTS
14281	PTT
14282	PTU
14283	PTV
14284	PTW
14288	PUB
14289	PUC
14295	PUL
14296	PUO
14303	PUW
14306	PVC
14307	PVD
14308	PVF
14314	PVU
14315	PVW
14316	PVY
14317	PVZ
14318	PWA
14320	PWK
14321	PWM
14322	PWR
14323	PWT
14327	PYA
14331	PYL
14332	PYM
14341	QAF
14344	QAJ
14345	QAK
14346	QAL
14347	QAO
14348	QAS
14352	QAX
14358	QBH
14359	QBI
14360	QBM
14361	QBN
14365	QBT
14366	QBX
14367	QBY
10987	QCG
14375	QCT
14377	QCW
14378	QCX
14383	QEM
14386	QFX
14387	QGS
14388	QHI
14391	QHO
14392	QIR
14395	QKV
14397	QMA
14399	QMH
14400	QMN
14406	QOR
14409	QPO
14410	QPT
14412	QQB
14413	QQC
14414	QQD
14415	QQE
14417	QQG
14420	QQJ
14422	QQL
14423	QQM
14424	QQN
14427	QQQ
15736	QQS
14430	QQT
14431	QQU
14434	QQX
14435	QQY
14438	QRD
14441	QSO
14447	RAC
14454	RAL
14457	RAP
14461	RAX
14464	RBB
14465	RBD
14466	RBF
14467	RBG
14468	RBH
14469	RBL
14470	RBN
16542	RBW
14474	RBY
14475	RCA
14477	RCE
14482	RCT
14485	RDB
14487	RDD
14488	RDG
14489	RDM
14490	RDR
14492	RDU
14493	RDV
14495	REB
14497	RED
14498	REE
14500	REH
14512	RFD
14520	RHI
14524	RIC
14525	RID
14526	RIE
14527	RIF
14530	RIL
14532	RIR
14533	RIV
14534	RIW
14539	RKD
10836	RKH
14541	RKP
14542	RKR
14543	RKS
