1074101	-05:00	-04:00
1074401	-06:00	-05:00
1074402	-06:00	-05:00
1074701	-06:00	-05:00
1074702	-06:00	-05:00
1075401	-09:00	-08:00
1075402	-09:00	-08:00
1075601	-05:00	-04:00
1076301	-06:00	-05:00
1076501	-07:00	-07:00
1076502	-07:00	-07:00
1076901	-09:00	-08:00
1076902	-09:00	-08:00
1077001	-09:00	-08:00
1077002	-09:00	-08:00
1077501	-09:00	-08:00
1077502	-09:00	-08:00
1077801	-05:00	-04:00
1077802	-05:00	-04:00
1077901	-07:00	-06:00
1077902	-07:00	-06:00
1078001	-05:00	-04:00
1078002	-05:00	-04:00
1078101	-06:00	-05:00
1078102	-06:00	-05:00
1078301	-09:00	-08:00
1078302	-09:00	-08:00
1078501	-05:00	-04:00
1078502	-05:00	-04:00
1078601	-08:00	-07:00
1078602	-08:00	-07:00
1078603	-08:00	-07:00
1079201	-05:00	-04:00
1079202	-05:00	-04:00
1079203	-05:00	-04:00
1079204	-05:00	-04:00
1079601	-06:00	-05:00
1079602	-06:00	-05:00
1080001	-08:00	-07:00
1080002	-08:00	-07:00
1080003	-08:00	-07:00
1080901	-10:00	-09:00
1081101	-06:00	-05:00
1081102	-06:00	-05:00
1081103	-06:00	-05:00
1081104	-06:00	-05:00
1081201	-05:00	-04:00
1081202	-05:00	-04:00
1081401	-06:00	-05:00
1081501	-05:00	-04:00
1081502	-05:00	-04:00
1081701	-06:00	-05:00
1081702	-06:00	-05:00
1081901	-06:00	-05:00
1081902	-06:00	-05:00
1082101	-05:00	-04:00
1082102	-05:00	-04:00
1082103	-05:00	-04:00
1082301	-07:00	-06:00
1082302	-07:00	-06:00
1082501	-08:00	-07:00
1082502	-08:00	-07:00
1082801	-05:00	-04:00
1083201	-08:00	-07:00
1083202	-08:00	-07:00
1083401	-09:00	-08:00
1083402	-09:00	-08:00
1083601	-05:00	-04:00
1083701	-07:00	-06:00
1083702	-07:00	-06:00
1083801	-06:00	-05:00
1083802	-06:00	-05:00
1083803	-06:00	-05:00
1083901	-07:00	-06:00
1083902	-07:00	-06:00
1084101	-05:00	-04:00
1084401	-08:00	-07:00
1084402	-08:00	-07:00
1084901	-07:00	-06:00
1084902	-07:00	-06:00
1084903	-07:00	-06:00
1085201	-05:00	-04:00
1085301	-06:00	-05:00
1085701	-08:00	-07:00
1085702	-08:00	-07:00
1085801	-08:00	-07:00
1085802	-08:00	-07:00
1086701	-05:00	-04:00
1086702	-05:00	-04:00
1086801	-05:00	-04:00
1086802	-05:00	-04:00
1086803	-05:00	-04:00
1087401	-05:00	-04:00
1087402	-05:00	-04:00
1087901	-05:00	-04:00
1087902	-05:00	-04:00
1087903	-05:00	-04:00
1088601	-09:00	-08:00
1088801	-05:00	-04:00
1088802	-05:00	-04:00
1088901	-06:00	-05:00
1088902	-06:00	-05:00
1089201	-06:00	-05:00
1089401	-06:00	-05:00
1089402	-06:00	-05:00
1091001	-08:00	-07:00
1091002	-08:00	-07:00
1091003	-08:00	-07:00
1091501	-06:00	-05:00
1091502	-06:00	-05:00
1091503	-06:00	-05:00
1091504	-06:00	-05:00
1091701	-09:00	-08:00
1091702	-09:00	-08:00
1091801	-07:00	-06:00
1091802	-07:00	-06:00
1092101	-06:00	-05:00
1092102	-06:00	-05:00
1092301	-09:00	-08:00
1092302	-09:00	-08:00
1092401	-05:00	-04:00
1092402	-05:00	-04:00
1092501	-07:00	-06:00
1092502	-07:00	-06:00
1092601	-09:00	-08:00
1092602	-09:00	-08:00
1092603	-09:00	-08:00
1092701	-05:00	-04:00
1092702	-05:00	-04:00
1092801	-06:00	-05:00
1092802	-06:00	-05:00
1093001	-08:00	-07:00
1093002	-08:00	-07:00
1093301	-05:00	-04:00
1093302	-05:00	-04:00
1093801	-09:00	-08:00
1093802	-09:00	-08:00
1094501	-05:00	-04:00
1094502	-05:00	-04:00
1094503	-05:00	-04:00
1094601	-05:00	-04:00
1094602	-05:00	-04:00
1094603	-05:00	-04:00
1094701	-06:00	-05:00
1094702	-06:00	-05:00
1094801	-09:00	-08:00
1094802	-09:00	-08:00
1094901	-06:00	-05:00
1094902	-06:00	-05:00
1095001	-07:00	-06:00
1095002	-07:00	-06:00
1095101	-09:00	-08:00
1095801	-07:00	-07:00
1095802	-07:00	-07:00
1096001	-06:00	-05:00
1096002	-06:00	-05:00
1096003	-06:00	-05:00
1096004	-06:00	-05:00
1096101	-09:00	-08:00
1096401	-05:00	-04:00
1096402	-05:00	-04:00
1096501	-05:00	-04:00
1096502	-05:00	-04:00
1096701	-06:00	-05:00
1096702	-06:00	-05:00
1097501	-05:00	-04:00
1097502	-05:00	-04:00
1097701	-06:00	-05:00
1097901	-07:00	-07:00
1097902	-07:00	-07:00
1098001	-05:00	-04:00
1098002	-05:00	-04:00
1098201	-07:00	-07:00
1098202	-07:00	-07:00
1098601	-06:00	-05:00
1098701	-07:00	-06:00
1098702	-07:00	-06:00
1098703	-07:00	-06:00
1099001	-05:00	-04:00
1099002	-05:00	-04:00
1099101	-09:00	-08:00
1099401	-05:00	-04:00
1099402	-05:00	-04:00
1099601	-09:00	-08:00
1099602	-09:00	-08:00
1099901	-08:00	-07:00
1099902	-08:00	-07:00
1100101	-08:00	-07:00
1100201	-08:00	-07:00
1100202	-08:00	-07:00
1100301	-06:00	-05:00
1100302	-06:00	-05:00
1100303	-06:00	-05:00
1100401	-07:00	-06:00
1100402	-07:00	-06:00
1100701	-09:00	-08:00
1100702	-09:00	-08:00
1100801	-09:00	-08:00
1100802	-09:00	-08:00
1100901	-06:00	-05:00
1100902	-06:00	-05:00
1100903	-06:00	-05:00
1101101	-06:00	-05:00
1101102	-06:00	-05:00
1101103	-06:00	-05:00
1101301	-05:00	-04:00
1101302	-05:00	-04:00
1101303	-05:00	-04:00
1101401	-09:00	-08:00
1102101	-09:00	-08:00
1102601	-06:00	-05:00
1102701	-05:00	-04:00
1102702	-05:00	-04:00
1102801	-09:00	-08:00
1102802	-09:00	-08:00
1102901	-08:00	-07:00
1103101	-06:00	-05:00
1103401	-09:00	-08:00
1103402	-09:00	-08:00
1103501	-06:00	-05:00
1103502	-06:00	-05:00
1103601	-09:00	-08:00
1103602	-09:00	-08:00
1104001	-06:00	-05:00
1104101	-08:00	-07:00
1104102	-08:00	-07:00
1104103	-08:00	-07:00
1104201	-05:00	-04:00
1104202	-05:00	-04:00
1104301	-09:00	-08:00
1104401	-08:00	-07:00
1104402	-08:00	-07:00
1104601	-06:00	-05:00
1104602	-06:00	-05:00
1104801	-06:00	-05:00
1104802	-06:00	-05:00
1104901	-06:00	-05:00
1104902	-06:00	-05:00
1105001	-08:00	-07:00
1105002	-08:00	-07:00
1105301	-09:00	-08:00
1105302	-09:00	-08:00
1105501	-08:00	-07:00
1105502	-08:00	-07:00
1105601	-08:00	-07:00
1105602	-08:00	-07:00
1105603	-08:00	-07:00
1105701	-05:00	-04:00
1105702	-05:00	-04:00
1105703	-05:00	-04:00
1105801	-05:00	-04:00
1105802	-05:00	-04:00
1106601	-05:00	-04:00
1106602	-05:00	-04:00
1106701	-06:00	-05:00
1106702	-06:00	-05:00
1107601	-05:00	-04:00
1107602	-05:00	-04:00
1108101	-07:00	-06:00
1108102	-07:00	-06:00
1108103	-07:00	-06:00
1108104	-07:00	-06:00
1108301	-06:00	-05:00
1108302	-06:00	-05:00
1108501	-07:00	-06:00
1108502	-07:00	-06:00
1108601	-08:00	-07:00
1108602	-08:00	-07:00
1109001	-06:00	-05:00
1109002	-06:00	-05:00
1109201	-07:00	-06:00
1109202	-07:00	-06:00
1109301	-08:00	-07:00
1109302	-08:00	-07:00
1109501	-08:00	-07:00
1109701	-07:00	-06:00
1109702	-07:00	-06:00
1109801	-08:00	-07:00
1109802	-08:00	-07:00
1109901	-05:00	-04:00
1109902	-05:00	-04:00
1109903	-05:00	-04:00
1110501	-06:00	-05:00
1110601	-05:00	-04:00
1110602	-05:00	-04:00
1110901	-07:00	-06:00
1110902	-07:00	-06:00
1111001	-06:00	-05:00
1111002	-06:00	-05:00
1111003	-06:00	-05:00
1111004	-06:00	-05:00
1111005	-06:00	-05:00
1111101	-06:00	-05:00
1111102	-06:00	-05:00
1112201	-07:00	-06:00
1112202	-07:00	-06:00
1112301	-06:00	-05:00
1112602	-04:00	-04:00
1112603	-04:00	-04:00
1112604	-04:00	-04:00
1112801	-07:00	-06:00
1112802	-07:00	-06:00
1113001	-05:00	-04:00
1113002	-05:00	-04:00
1113003	-05:00	-04:00
1113501	-05:00	-04:00
1113502	-05:00	-04:00
1113601	-05:00	-04:00
1114001	-06:00	-05:00
1114002	-06:00	-05:00
1114301	-06:00	-05:00
1114302	-06:00	-05:00
1114601	-05:00	-04:00
1114602	-05:00	-04:00
1114603	-05:00	-04:00
1114701	-06:00	-05:00
1114901	-07:00	-06:00
1114902	-07:00	-06:00
1115001	-05:00	-04:00
1115002	-05:00	-04:00
1115201	-06:00	-05:00
1115202	-06:00	-05:00
1115203	-06:00	-05:00
1115301	-08:00	-07:00
1115302	-08:00	-07:00
1115401	-09:00	-08:00
1115801	-09:00	-08:00
1115901	-06:00	-05:00
1115902	-06:00	-05:00
1116201	-07:00	-06:00
1116501	-05:00	-04:00
1116502	-05:00	-04:00
1116901	-05:00	-04:00
1117301	-07:00	-07:00
1117302	-07:00	-07:00
1117303	-07:00	-07:00
1117401	-05:00	-04:00
1117402	-05:00	-04:00
1117501	-05:00	-04:00
1117502	-05:00	-04:00
1117601	-05:00	-04:00
1117602	-05:00	-04:00
1118801	-09:00	-08:00
1119101	-05:00	-04:00
1119301	-05:00	-04:00
1119302	-05:00	-04:00
1119701	-07:00	-06:00
1119702	-07:00	-06:00
1119703	-07:00	-06:00
1119704	-07:00	-06:00
1119801	-08:00	-07:00
1119802	-08:00	-07:00
1120001	-07:00	-06:00
1120002	-07:00	-06:00
1120003	-07:00	-06:00
1120201	-05:00	-04:00
1120202	-05:00	-04:00
1120301	-06:00	-05:00
1120302	-06:00	-05:00
1120701	-06:00	-05:00
1120702	-06:00	-05:00
1120901	-08:00	-07:00
1121301	-09:00	-08:00
1121302	-09:00	-08:00
1121401	-09:00	-08:00
1121402	-09:00	-08:00
1121801	-08:00	-07:00
1121802	-08:00	-07:00
1121803	-08:00	-07:00
1121901	-06:00	-05:00
1121902	-06:00	-05:00
1122701	-09:00	-08:00
1122702	-09:00	-08:00
1123001	-09:00	-08:00
1123301	-07:00	-06:00
1123302	-07:00	-06:00
1123401	-09:00	-08:00
1123402	-09:00	-08:00
1123801	-09:00	-08:00
1124101	-09:00	-08:00
1124102	-09:00	-08:00
1124501	-09:00	-08:00
1124502	-09:00	-08:00
1124601	-09:00	-08:00
1124701	-09:00	-08:00
1125201	-05:00	-04:00
1125202	-05:00	-04:00
1125203	-05:00	-04:00
1125701	-08:00	-07:00
1125702	-08:00	-07:00
1125703	-08:00	-07:00
1125901	-06:00	-05:00
1125902	-06:00	-05:00
1125903	-06:00	-05:00
1126101	-05:00	-04:00
1126102	-05:00	-04:00
1126701	-05:00	-04:00
1126702	-05:00	-04:00
1127201	-05:00	-04:00
1127202	-05:00	-04:00
1127203	-05:00	-04:00
1127401	-06:00	-05:00
1127402	-06:00	-05:00
1127801	-05:00	-04:00
1127802	-05:00	-04:00
1128001	-09:00	-08:00
1128002	-09:00	-08:00
1128201	-06:00	-05:00
1128202	-06:00	-05:00
1128301	-06:00	-05:00
1128302	-06:00	-05:00
1128402	-04:00	-04:00
1128801	-06:00	-05:00
1128802	-06:00	-05:00
1128901	-06:00	-05:00
1128902	-06:00	-05:00
1129201	-07:00	-06:00
1129202	-07:00	-06:00
